document_index,similarity_score,comment
1669,0.0,sigara artığı bir balık
1670,0.0,ordululara verilen ad
1671,0.0,sivilce
1672,0.0,boş fındık kabuğu
1673,0.0,koşma
1674,0.11901974337867245,kağıt
1675,0.0,i̇lgili alakadar
1676,0.0,çivileme vurma
1677,0.0,yumrukla itip kakalamak
1678,0.0,şebinkarahisar
1679,0.0,i̇şe yaramaz
1680,0.0,askı çengeli
1681,0.0,dişi köpek
1682,0.0,doyma i̇nanma
1683,0.0,su toplama çukuru yalak
1684,0.0,giyeceklerin başlığı
1685,0.0,gece belli olmayan nesne
1686,0.0,aralık ayı
1687,0.0,lastik ayakkabı
1688,0.0,bir çeşit kuş
1689,0.0,patetes
1690,0.0,bir giresun oyunu geleni bekleme
1691,0.0,ayarlama
1692,0.0,yuvarlak tahta
1693,0.0,parlak kumaş
1694,0.0,üçkağıtcılık oyun
1695,0.0,yük hayvanı
1696,0.0,zift
1697,0.0,ayran
1698,0.0,kuru ağaç mantarı
1699,0.0,genişletme yumuşatma
1700,0.0,kurumuş
1701,0.0,düğünde gelin evine ziyarete gitmek
1702,0.0,kuru kepekli un
1703,0.0,yana kayma öte gitme
1704,0.0,sıcak olan
1705,0.0,azarlama deyimi ölmeyesice
1706,0.0,eşlerin anneleri
1707,0.0,eşlerin babaları
1708,0.0,hanım erkek kardeşi
1709,0.0,aperatif yapma
1710,0.0,tarım aleti toprak eşeleme
1711,0.0,kelebek uçan böçek
1712,0.0,keçi kılından dokuma sert dokuma
1713,0.0,kertenkele
1714,0.0,yarı kel kimse
1715,0.0,yabani ağaç
1716,0.0,curuf tortu
1717,0.0,kir kirli
1718,0.0,kekemen
1719,0.0,i̇plik çilesi
1720,0.0,meyvelerin iç kısmı meyve koçanı
1721,0.0,mısır koçanı
1722,0.0,hayvan çanı
1723,0.0,karalahana gövdesi
1724,0.0,fırlatıp atmak
1725,0.0,kertenkele
1726,0.0,basit yapılışlı sığınak baraka
1727,0.0,çivi sökme aleti
1728,0.0,biçimsiz çukurca
1729,0.0,büyük fare
1730,0.0,hayvan gübresi
1731,0.11620484668583284,kenevir
1732,0.24577686175926433,tuvalet
1733,0.0,tırpan
1734,0.0,kısa çubuk kuru toprak parçası
1735,0.0,yara yaralı
1736,0.0,tahıl başağı
1737,0.0,kısa mesafeli yol
1738,0.0,dedikodu yapma
1739,0.0,başa belle bağlanan yöresel örtü peştambal
1740,0.0,i̇çilebilinir berrak temiz su
1741,0.0,su kabağı su kabı
1742,0.0,dizi sıra
1743,0.0,meyvenin yenilmeyen kısmı
1744,0.0,elisıkı cimri bağlı
1745,0.0,süzgeç
1746,0.0,i̇htiyar kadın kocakarı
1747,0.0,rahatlık yatmak
1748,0.0,güneyden esen rüzgar
1749,0.0,ayağa kalkmak hareket etmek
1750,0.0,kırmızı
1751,0.0,kovma gönderme
1752,0.0,böğürtlen kaplı orman
1753,0.0,bulunan
1754,0.0,eğri bükük
1755,0.0,i̇nce odun parçası
1756,0.0,hafif işe yaramaz değersiz
1757,0.0,olmamış ham
1758,0.0,ağırlık ölçüsü
1759,0.0,küçük sabun parçası
1760,0.0,tutarsız kadın kız
1761,0.0,haziran ayı
1762,0.0,kirazın tuzlu salamurası
1763,0.0,tirizma vurma aleti
1764,0.0,yaşlı zengin kimse
1765,0.0,i̇çi boş
1766,0.0,fıçı
1767,0.0,söz birliği laf söz
1768,0.0,düğme kısa bacaklı kimse
1769,0.0,küçük çocuk
1770,0.0,bağlantısı olmayan serseri
1771,0.0,ateş
1772,0.0,mısır çorbası
1773,0.0,i̇çi boş fındık
1774,0.0,tahıl ölçüme kabı
1775,0.0,ağaç tabura
1776,0.0,eski
1777,0.0,küçücük ağaç kökleri
1778,0.0,fındık fidanı
1779,0.0,toprak ev hayvan ağır
1780,0.0,kuru ağaç parçası
1781,0.0,kısa küçük mısır koçanı
1782,0.0,manda
1783,0.0,yuvarlak bileği taşı
1784,0.1755830339263843,sigara izmaritdi
1785,0.0,köstebek
1786,0.0,el çevrilen bileği taşı
1787,0.0,dayak kısa deynek sopa
1788,0.0,i̇yi yanmış odun ateş
1789,0.0,toprağı derin kazma
1790,0.0,tutulacak yer sap
1791,0.0,çember sıkı baş bağlama
1792,0.0,kuduz deli hali olan
1793,0.0,tahta su kabı
1794,0.0,açılan iki kol arası
1795,0.0,i̇ki kulplu tava
1796,0.0,küçük tek odalı yapı
1797,0.0,ayni erkekle evli kadınlar
1798,0.0,çukur
1799,0.0,kuzeye bakan fazla güneş almayan
1800,0.0,yuvarlak tahta kap
1801,0.1151576172189911,büyük kafalı geç anlayan
1802,0.0,ocakbaşı kül toplanan yer
1803,0.0,bezelye
1804,0.0,i̇şe yaramaz eski
1805,0.0,değirmen unluğu büyük ağaç kap
1806,0.0,kambur
1807,0.0,kocakafalı başı büyük
1808,0.0,baltanı sırtı arka tarafı
1809,0.0,buz tutmuş erimeyen kar yığını
1810,0.0,su içilen alınan ağaç çeşme
1811,0.0,küçük tahta oturak tabure
1812,0.0,kalın kereste kesik ağaç kökü
1813,0.0,ağaçtan yapılan kap
1814,0.0,takunya
1815,0.0,yassı yumuşak ekmek pide
1816,0.0,giresun ’ yetişen bir armut çeşidi
1817,0.0,karışık
1818,0.0,hafif ince tül
1819,0.0,hayvan ölüsü
1820,0.0,büyük değnek şişman iri kimse
1821,0.0,kuru fasulye
1822,0.0,taze fasulye
1823,0.0,islak suya doymuş
1824,0.0,sulu
1825,0.0,tüplü gazlı parlak ışık veren lamba
1826,0.0,undan yapılan tavuk yemi
1827,0.0,bir şeyin ucu yontma sivriltme
1828,0.0,yemlemek tavuğu çağırma
1829,0.0,oda bölme
1830,0.0,göçmen
1831,0.0,göçmenlerin konuştuğu dil şive
1832,0.0,i̇ştah
1833,0.0,i̇ştahlı
1834,0.0,
1835,0.0,kere
1836,0.0,meğerse onun
1837,0.0,tüfek
1838,0.0,mazeret
1839,0.0,sebep dayanak
1840,0.0,yabani havyan yaratık
1841,0.0,zayıf yabani hayvan
1842,0.0,yalandan kandırmaca
1843,0.15281302129095037,orman kesim yeri arazi bölümü
1844,0.0,manda yavrusu
1845,0.0,bir tür oyun
1846,0.0,peynir küçük kurdu
1847,0.0,mandalina
1848,0.0,cezaevi
1849,0.0,biberon
1850,0.0,çoban değneği sırık sepet çubuğu
1851,0.0,uzun çalışma uğraş
1852,0.0,çalışma caba
1853,0.0,su içme kabı
1854,0.0,ruhi hastalık sıkıntı
1855,0.0,dalga geçme güldürme
1856,0.0,tüfek
1857,0.0,yabani çilek
1858,0.0,dükkan
1859,0.0,direkler üzerine yapılan kiler
1860,0.0,dişi manda
1861,0.0,i̇mece ırgat
1862,0.0,küçük geniş çalışma i̇steme yanlısı
1863,0.0,başka türlü alternatif
1864,0.0,al buyur
1865,0.0,bela baş belası
1866,0.15281302129095037,diken sürgünü filizi
1867,0.0,i̇laç merhem
1868,0.0,tehlikeli şeytan yılan
1869,0.0,kötü kirli
1870,0.0,yemeği yapılan yabani bitki
1871,0.0,hayvan yemleri konulan yapı
1872,0.0,kereste direk
1873,0.0,yenilen taze diken ucu sürgünü
1874,0.0,deri ayaklık çorap
1875,0.0,uğraşma zorluk çalışma
1876,0.0,su kabı maşraba
1877,0.0,i̇nce çakıl taşları
1878,0.0,çivi
1879,0.0,s çıkarma
1880,0.0,zayıf hastalıklı
1881,0.0,eli sıkı cimri
1882,0.0,uyuşuk tembel
1883,0.0,huysuz sorunlu kişi
1884,0.0,oyun bozan
1885,0.0,nazlı
1886,0.0,elişi yapılan tığ
1887,0.0,gömlek
1888,0.0,domates
1889,0.0,yer yatağı döşek
1890,0.0,buzağın ağzına takılan çatal demir
1891,0.0,küçük kurd böcek
1892,0.0,kösele
1893,0.0,düşüp bayılan
1894,0.0,sağlam
1895,0.0,kötü kokan
1896,0.0,evin ana direği
1897,0.0,sahipsiz
1898,0.0,sağlam olmayan eğrelti duran
1899,0.0,zayıf dayanıksız
1900,0.0,sahip olma korumak
1901,0.0,birdenbire kesilmeden ölen pi
1902,0.0,baş belası dert
1903,0.0,kalın demir delgi keski
1904,0.0,boyuna takılan dua
1905,0.0,mutfakta bulaşık yıkama yeri lavabo
1906,0.0,sıkı kuvvetli sağlam
1907,0.0,fesat cadı
1908,0.0,savurgan savruk
1909,0.0,zor zorluk
1910,0.0,küçük balta
1911,0.0,al alsana anlamında
1912,0.0,seccade
1913,0.0,beyaz başörtüsü
1914,0.0,ayakkabının alt demiri
1915,0.0,nakliye geçiş ücreti
1916,0.0,mısır sapı ot demetti tabanca borusu
1917,0.0,ateş ateş parçası
1918,0.0,gayri i̇slam olan kimseler
1919,0.0,azıcık zerre kadar
1920,0.0,nine babaanne anneanne
1921,0.0,karışıyorsun
1922,0.0,i̇htiyaçlar yiyecekler
1923,0.0,kirli kötü
1924,0.0,üzüm suyu şırası
1925,0.0,güzel taze
1926,0.0,taze tatlı
1927,0.0,gayri müslim kadın açık giyinen açık saçlı
1928,0.0,nere
1929,0.0,yaylada konaklama yeri
1930,0.0,küçük dere dar vadi
1931,0.0,yukarı
1932,0.0,ağırlık ölçüsü
1933,0.0,mısır ot biçme aleti
1934,0.0,temmuz ayı
1935,0.0,boşuna
1936,0.0,kıyaslamak
1937,0.0,hayvanların otladığı yer mera
1938,0.0,uzun ağaca sarılan mısır sapı yığın
1939,0.0,çukur arazi uçurum
1940,0.0,oysa halbuki
1941,0.0,başka başkası
1942,0.0,i̇rin cerehat
1943,0.0,korkak
1944,0.0,küçük sinekler
1945,0.0,kusmakya başlamak
1946,0.0,kızgınlık gösteren hayvan
1947,0.0,bağlamak sabitlemek
1948,0.0,bir yere bağlı olan
1949,0.0,öğlen vakti
1950,0.0,hasta
1951,0.0,tereyağlı taze mısır ekmeği ezmesi
1952,0.0,bir kişinin taklitdini yapmak özenmek
1953,0.0,rüzgar yel
1954,0.0,ateşte ucu tutuşmuş yanan odun
1955,0.0,uzak taraf
1956,0.0,diğeri
1957,0.0,eşya
1958,0.0,i̇shal
1959,0.0,sürme bulaştırma dokundurma
1960,0.0,yabani ağaccık
1961,0.0,küçük ev serentiye benzer yapı
1962,0.0,paçavra bez parçası
1963,0.0,çam ağacı kabuğu
1964,0.0,kor ateşli külde pişirilen ekmek
1965,0.0,bencil kıvkanç
1966,0.0,fasulye
1967,0.0,manda ayı yavrusu
1968,0.0,minder çeşidi kalın örtü
1969,0.0,kemer
1970,0.0,apar topar birden patır kütür
1971,0.0,otsu hayvan yiyecekleri
1972,0.0,hamur ekmeği
1973,0.0,i̇ri kurbağa
1974,0.0,karalahana
1975,0.0,pençe kıllı el
1976,0.0,hayvan yiyeceği yabani ot
1977,0.0,ekmek tatlısı dayak
1978,0.0,işık alev
1979,0.0,bağırma
1980,0.0,habire devamlı
1981,0.0,mecburen zorunlu olarak
1982,0.0,tek odalı küçük ev kibrit kutusu
1983,0.0,kısa kalın kereste
1984,0.0,berabere eşit
1985,0.0,gürültü
1986,0.0,kısa örme çorap
1987,0.0,yabani bitki oyuncak
1988,0.0,fındık taneleme makinesi
1989,0.0,destek
1990,0.0,kuvvetli destek
1991,0.0,yan yürüyen
1992,0.0,kaçırmak ürkürtmek korkurtmak
1993,0.0,bahçe kenarı taş örgü duvar engel
1994,0.0,kabızlık
1995,0.0,parça ayrı
1996,0.0,kekeme
1997,0.0,meşe ağacı çeşiti
1998,0.0,koyunun toplandığı yer
1999,0.0,alındaki saçlar
2000,0.0,kapı pencere kenarı
2001,0.0,dut pekmezi kurutması
2002,0.0,yoğurlma
2003,0.0,yama ek
2004,0.0,arka taraf
2005,0.0,küçük soba
2006,0.0,havlu
2007,0.0,art arka
2008,0.0,belle bağlanan yöresel giysi
2009,0.0,meydana gelme
2010,0.0,havuç cinsi yenilen bitki
2011,0.0,paylamış mısır
2012,0.0,uçmak
2013,0.0,uğurböceği
2014,0.0,işık yansıması
2015,0.0,parlak olan
2016,0.0,elbise giyisi çamaşır
2017,0.0,yapışkan
2018,0.0,patlamış mısır
2019,0.0,i̇nce taneli mısır
2020,0.0,kaçırmak
2021,0.0,hızla koşmak
2022,0.0,bezelye
2023,0.0,fındık kökünden çıkan yeni sürgün
2024,0.0,i̇ş yapmadan bekleme
2025,0.0,cesaretsiz şüpheci gölgesinden korkan
2026,0.0,kedi
2027,0.0,bir çeşit seslenme
2028,0.0,pişmiş mısır koçanı
2029,0.0,i̇şe yaramaz yün
2030,0.0,yıpranma aşınma
2031,0.0,giysilerin eskimesi
2032,0.0,patlak
2033,0.0,yünlü koyun derisi
2034,0.0,çalışarak yorulmak
2035,0.0,soba
2036,0.0,bir çeşit toprak
2037,0.0,turşu konulan büyük tahta fıçı
2038,0.0,çam dalı ucu yaprağı
2039,0.0,sık uzun püskül salkım
2040,0.0,sebze meyve haşlaması ezmesi
2041,0.0,mısır koçanı püskülü
2042,0.0,süs
2043,0.0,hızlı gitmek ilerlemek
2044,0.0,kitap okuma sehpası
2045,0.0,yağmur
2046,0.0,altın
2047,0.0,sahip çıkma
2048,0.0,sabır bekleme
2049,0.0,üzerinde ekmek pişirilen tandır
2050,0.0,saç altı üç ayaklı yuvarlak demir
2051,0.0,sidik
2052,0.0,yağmur
2053,0.0,tereyağı saklanan ağaç kap
2054,0.0,geniş derince bakır yemek kabı
2055,0.0,hayvanın alında bulunan beyazlık
2056,0.0,vücutda çıkan yaralar cıban
2057,0.0,kan emici böcek kene
2058,0.0,beyaz çiçekli kökü yenen yabani bitki
2059,0.0,tabut
2060,0.0,tuvalet
2061,0.0,tarif yön gösterme
2062,0.0,salı günü
2063,0.0,serbest bırakma
2064,0.0,köy bütçesine verilen para
2065,0.0,zannettim
2066,0.0,balta kazma sapı
2067,0.0,ayran metal kepçesi
2068,0.11224942292791772,saru çiçek açan ormangüllü
2069,0.0,yabani sarı arı
2070,0.0,etrafını çevirme lahana dolması
2071,0.0,tatsız lezzetsiz
2072,0.0,değirmen suyunu yönlendirme
2073,0.0,atlatmak kesmek
2074,0.0,müsrif eli açık
2075,0.0,gitme sırasını geçme
2076,0.0,bahçelerde bekçi kulübesi
2077,0.0,bataklık çamurlu
2078,0.0,sürekli su tutan arazi batak
2079,0.0,islak çimen
2080,0.0,yanlış hata ters yön
2081,0.0,koşmak fırlamak
2082,0.0,tarlalar arası tümsek sınır
2083,0.0,küçüçk tahta oturak
2084,0.0,ortaboy sepet
2085,0.0,üzüm çorbası
2086,0.0,sebep vasıa uyku sersemliği
2087,0.0,dengesini kaybetme
2088,0.0,i̇çi boş kafalı
2089,0.0,rüzgarlı yağan yağmur
2090,0.0,direkler üstüne yapılan kiler
2091,0.0,üzerinde kurutma yapılan örtü çarşaf
2092,0.0,oturma yeri koltuk sedir
2093,0.0,sebze meyve sapı
2094,0.0,küçük fare
2095,0.0,derin olmayan
2096,0.0,sökülüp kurutulan ince mısır sapı
2097,0.0,hayvanların ayak tırnakları
2098,0.0,elbise kolu paça kıvılma
2099,0.0,eşek yavrusu
2100,0.0,i̇nadiye onun
2101,0.0,sıraya dizili
2102,0.0,isırgan otu
2103,0.0,gereksiz gülme
2104,0.0,şımarık yapışkan
2105,0.0,alaylı gülme
2106,0.0,saklanma kaybolma
2107,0.0,kaymak kayak
2108,0.0,kaydırma kenara vurdurma
2109,0.0,gıcık aksi inat huylu
2110,0.0,i̇lk önce yapılan
2111,0.0,i̇lk olarak
2112,0.15064605548561688,tokat
2113,0.0,paspas
2114,0.0,yaldız parlak tel
2115,0.0,uyşuk i̇şe yaramaz
2116,0.0,saklan
2117,0.0,büyük tebsi sofra
2118,0.0,saklanmak
2119,0.0,gizlice yapmak
2120,0.0,yeni doğan bit yavrusu
2121,0.0,yufkadan yapılan yoğurtlu yemek
2122,0.0,madeni su kovası
2123,0.0,ekilecek küçük soğanlar
2124,0.0,küçük fare yavrusu
2125,0.24577686175926433,evin giriş bölümü odası
2126,0.0,fındık hasat sonu tekrar arama başak
2127,0.0,yuvarlak fırın ekmeği
2128,0.0,dargın duran
2129,0.0,kapı üstü
2130,0.0,üzerindeki elbiseyi çıkartma
2131,0.0,bir yere yaslanma
2132,0.0,küçük ihtiyaç
2133,0.0,sulu yağan kar
2134,0.0,yumruk
2135,0.0,su kabağı su kabı
2136,0.0,süzme konulan yer
2137,0.0,pasaklı
2138,0.0,i̇ki parmak arası ölçü
2139,0.0,hayvanların vurması i̇tekleme
2140,0.0,kurumayan yaş çökelek
2141,0.0,tokat şamar
2142,0.0,başa omuza alınan örtü
2143,0.0,zamanı geçmiş hıyar
2144,0.0,tohumluk hıyar
2145,0.0,sille tokat
2146,0.1795239832941968,vurma s çıkartmak
2147,0.0,dökülme dökme
2148,0.0,çarçabuk toplanma acele
2149,0.0,acı zehir
2150,0.0,yiyecek yemek
2151,0.0,sesli öpme
2152,0.0,baş örtüsü
2153,0.0,aniden birdenbire
2154,0.0,kısa süren gelip geçen yağmur
2155,0.0,
2156,0.0,balık hamsi pullu
2157,0.0,şekerli su
2158,0.0,küçük sırt sepeti
2159,0.0,sebze ekilen küçük tarla küçük bahçe
2160,0.0,beton sıva
2161,0.0,bez örtü yatak yorgan astarı
2162,0.0,şimdi
2163,0.0,hemen
2164,0.0,örgü yapmada madeni çubuk tığ
2165,0.0,yaşına gelmiş koç koyun
2166,0.0,sürücü şöför
2167,0.0,i̇şte
2168,0.0,karayemiş
2169,0.0,taflan tuzlaması yemeği
2170,0.13781441324794835,kokulu böcek
2171,0.0,ağaçkakan kuşu
2172,0.0,durmadan bir şeylerle uğraşmak
2173,0.0,mısır koçanı dış yaprağı
2174,0.0,ağıl ahır
2175,0.0,i̇çi boş s çıkaran
2176,0.0,görülmeyen s
2177,0.0,dalma kaparak alma koparma
2178,0.0,paylaşma
2179,0.0,sudaki taşın altındaki boşluk balık yuvası
2180,0.0,dağınık
2181,0.0,bakırdan yemek su kabı
2182,0.0,tembel işe yaramaz takatsiz
2183,0.0,dağıtmak
2184,0.0,taşınacak yük parçası küçük yavrusu
2185,0.0,köpek
2186,0.0,çabuk olma
2187,0.0,taze tuzsuz peynir
2188,0.0,esnaf
2189,0.0,hazırlık
2190,0.0,hızlı hareket eden küçük hayvan
2191,0.0,atik olmak elli çabuk olan
2192,0.0,son olan çoçuk
2193,0.0,panik telaş
2194,0.0,telaşlanmak telaşa düşmek
2195,0.0,yorgun düşmek perişanlık
2196,0.0,yorgun argın olmak
2197,0.0,susamak
2198,0.0,kurumak
2199,0.0,uyarı ikaz
2200,0.0,tekleme
2201,0.0,büyük bez parçası sergü
2202,0.0,mutfakda kapaklı tabak
2203,0.0,sırt çantası eyer çantası
2204,0.0,ters karışık
2205,0.0,yorulmak
2206,0.0,aceleci
2207,0.0,toprak kap
2208,0.0,üzüm kabak hıyarın uzun dalları
2209,0.0,sakin sessiz kişi gariban ganayaklı
2210,0.0,çabuk hızlı bir şekilde
2211,0.0,küçük küçücük
2212,0.0,tapa tanpon
2213,0.0,sıkıca kapalı bağlı kapalı
2214,0.0,hayvanlara takılan konik çan
2215,0.0,tapa
2216,0.0,giyimine titiz olan
2217,0.0,keçi yünü
2218,0.0,diken
2219,0.0,titiz kişi
2220,0.0,yemek seçen
2221,0.0,pamuklu dokuma basma bez
2222,0.0,toprağı derin kazmak
2223,0.0,küçük balık hamsi
2224,0.0,sakinleşme
2225,0.0,yuvarlakca
2226,0.0,çamaşır yıkamada kullanılan sopa
2227,0.0,ağaç takoz
2228,0.0,yaşına gelmiş koyun
2229,0.0,yuvarlak şişman
2230,0.0,tuzak
2231,0.0,ayağın arka kısmı yaylada ot çeşidi
2232,0.0,yaylalarda yetişen bir ot
2233,0.0,dalda dikenli kestane meyvesi çotanak
2234,0.0,boncuk oya boncuğu
2235,0.0,acemi
2236,0.0,i̇nce hafif yağan kar tozlu yer
2237,0.0,diken meyvesi böğürtlen çileği
2238,0.0,küçük davul
2239,0.0,muşmula meyvesi
2240,0.0,şişme
2241,0.0,sinirlenme
2242,0.0,peynir konulan koyun keçi derisi
2243,0.0,hamtevekten yapılan balık tutma sepeti
2244,0.0,mutfakta sıcak kap tutacağı
2245,0.0,koyunlara tuz verilen yer
2246,0.0,yakma yanmış
2247,0.0,başlangıç meydana gelme
2248,0.0,aniden üşümek
2249,0.0,yüksek yer seki
2250,0.0,kümesde tavuk oturakları
2251,0.0,oturup bekleme
2252,0.0,tavuk oturması
2253,0.0,yanarak duman çıkarmak
2254,0.0,yakılarak duman çıkarma
2255,0.0,hafif kıl
2256,0.0,bel bağı lastiği
2257,0.0,kuru dal
2258,0.0,ekmek pişirmede sacı üzerine serilen un
2259,0.0,gönderme
2260,0.0,varılan yer
2261,0.0,erkeklere seslenme
2262,0.0,kadınların eşlerine seslenişi
2263,0.0,pi pasaklı
2264,0.0,ümit etmek
2265,0.0,ümit beklelek
2266,0.0,değirmende un konulan yer
2267,0.0,halat
2268,0.0,üzülmek
2269,0.0,akıllı sakin insan
2270,0.0,yavaşca
2271,0.0,erkek evlat
2272,0.0,bir hayret nidası
2273,0.0,uyandırmak
2274,0.0,rüya
2275,0.0,hayvanları arka kısmı
2276,0.0,zayıf hastalıklı
2277,0.0,fındık dalları
2278,0.0,un haline getirmek
2279,0.0,undan yapılan civciv yemi
2280,0.0,korkma
2281,0.0,haylamak
2282,0.0,toprağı eşmek çukur kazma
2283,0.0,çekirgenlik i̇çinden gelmemek i̇steksiz
2284,0.0,yaşı gelmemiş erkek koyun
2285,0.0,dalından koparmak
2286,0.0,ekim ayı
2287,0.0,boş konuşmalar
2288,0.0,gürültü
2289,0.0,gürültü yapmak
2290,0.0,yemin
2291,0.0,çeşme musluğu
2292,0.0,gemi
2293,0.0,ulaşmak
2294,0.0,zorluklar tehlikeli durumlar
2295,0.0,şaşma sözü şaşkınlık
2296,0.0,yamaca karşı düz yol düz gitmek
2297,0.15852284607919023,sulu çamur
2298,0.0,ezme işi yapma
2299,0.0,kısık s
2300,0.0,nazlanma şımarıklılık
2301,0.0,daima devamlı
2302,0.0,
2303,0.0,çatal ağızlı tel kürek
2304,0.0,orman
2305,0.0,resmi kağıt
2306,0.0,undan yapılan yemek
2307,0.0,yalvarma
2308,0.0,hayvan yiyecekleri
2309,0.0,su toplanan çukur
2310,0.0,ateş alevi ateşın sıcaklığı
2311,0.0,yalnız tek başına olan kimse
2312,0.0,çıkar kişiye yanaşma
2313,0.0,yokuş yamaç ek yapma
2314,0.0,yamada kullanılan bez parçası
2315,0.0,topal
2316,0.0,sandın
2317,0.0,el yapılan aletler
2318,0.0,uçurum
2319,0.0,kişiye yağcılık yapma
2320,0.0,mısır kırması
2321,0.0,kızılağaç odunu yarılmış odun
2322,0.0,ortadan kaybolmak
2323,0.0,islak
2324,0.0,baş örtüsü
2325,0.0,tadı olan tuzsuz
2326,0.0,bit yavrusu
2327,0.0,tarlada yetişen yenilen bitki
2328,0.0,kızılağaç
2329,0.0,otlak mera
2330,0.0,sermek hayvan otlatmak
2331,0.0,yaylaya çıkma
2332,0.0,başa örtülen beyaz çember
2333,0.0,bir yere varmak büyümek
2334,0.0,i̇çi boş fındık
2335,0.0,süt hayvanı memesi
2336,0.0,hafif
2337,0.0,koşularak ebelemece oynanan bir oyun
2338,0.0,hayvan yiyeceği otlar
2339,0.0,i̇natcı menfaatcı kimse
2340,0.0,kaygan
2341,0.0,yalaka dalkavuk
2342,0.0,yaylada başıboş atlar
2343,0.0,becekli
2344,0.0,kaybolmak
2345,0.0,kokulu yabani bir bitki
2346,0.0,gelin almada arkadaşlarına verilen bağşiş
2347,0.0,bitkileri el koparmak toplamak
2348,0.0,birbirini tutarak çekiştirme güreşme
2349,0.0,odun parçası
2350,0.0,güzel alımlı boylu boslu
2351,0.0,yatakda üste örtülen örtü
2352,0.0,kıraç arazi
2353,0.2787938687790817,beşik bezi
2354,0.0,i̇nce açılan hamur börek
2355,0.0,devirmek
2356,0.0,derin olmayan suyun derin olmayan kısmı
2357,0.0,üst taraf
2358,0.0,yıkanmak çimmek
2359,0.0,bileleme ucunu sivriltme
2360,0.0,gebe hamile
2361,0.0,atik çevik
2362,0.0,gölde yıkanma
2363,0.0,köpek
2364,0.0,yarın sabah ertesi gün
2365,0.0,değirmene giden üğütülecek mısır
2366,0.0,tahıl mısır buğday
2367,0.0,halbuki
2368,0.0,eskiden beri
2369,0.0,ayağı dolaşmak
2370,0.0,fazla
2371,0.0,akşam üstü
2372,0.0,konuşarak alay etmek
2373,0.0,yay
2374,0.0,kıldan dokunan sırt çantası askı zincir
2375,0.0,ocak ayı
2376,0.0,kıvrılıp yatmak
2377,0.0,ölmek
2378,0.0,zehir
2379,0.0,zehirlen bedua
2380,0.0,gezen gezmek
2381,0.0,zerre kadar
2382,0.0,yöresel pantolon giysi
2383,0.0,dağıtma saçmalama tutarsız konuşma
2384,0.0,sürekli gereksiz konuşma
2385,0.0,delidolu
2386,0.0,ters
2387,0.0,terslik
2388,0.0,sigara dumanı nikotin
2389,0.0,beşiğe takılan küçük yuvarlak çan
2390,0.0,kavgacı kadın
2391,0.0,küçük küçük fare
2392,0.0,i̇yi güzel
2393,0.0,güçlü kuvvetli
2394,0.0,saklanmaç oyunu
2395,0.0,meydana gelme
2396,0.0,yumruk
2397,0.0,kulak yanı saçlar favori
2398,0.0,nesil kök
2399,0.0,özürlü olan sakat
2400,0.0,büyük kadın
2401,0.0,i̇ç güveyisi
2402,0.0,büyük abla
2403,0.0,tahtakurusu
2404,0.0,kızılcık
2405,0.0,patates
2406,0.0,i̇plik eğirmeye yarayan bir araç eğirmen
2407,0.0,tahterevalli
2408,0.0,tarlayı sürmek
2409,0.0,ağırtı yoğurt
2410,0.0,yaşlanmak
2411,0.0,merdiven
2412,0.0,önce
2413,0.0,geçen yıl
2414,0.0,bir
2415,0.0,i̇nce uzun odun
2416,0.0,patika yol
2417,0.0,civciv
2418,0.0,duvar
2419,0.0,geçinilmesi zor kişi
2420,0.0,herhalde galiba
2421,0.0,sütkardeş
2422,0.0,özen göstermeden yapmak
2423,0.0,patates
2424,0.0,şakadan mahsusçuktan
2425,0.0,hayvanlar seslenme sözü
2426,0.0,düzenlemek toparlamak
2427,0.0,fabrika
2428,0.0,balkon
2429,0.0,i̇lk
2430,0.0,otomobil
2431,0.0,abu abla
2432,0.0,abi
2433,0.0,i̇şte
2434,0.0,merdiven
2435,0.0,patlıcan
2436,0.0,kova
2437,0.0,eteklik kumaş
2438,0.0,mısır ekmeği
2439,0.0,biber
2440,0.0,geçen sene
2441,0.0,doğurmak
2442,0.0,saban çekmeye yer sürmeye yarayan alet
2443,0.0,baba
2444,0.0,çingen
2445,0.0,fermuar
2446,0.0,pekmez yaparken dut üzümün suyunu sıkmaya yarayan alet
2447,0.0,çırılçıplak küçük
2448,0.0,kınamak
2449,0.0,teyze
2450,0.0,amca
2451,0.0,entari
2452,0.0,tekme
2453,0.0,ev yuva
2454,0.0,çocuk
2455,0.0,gömlek
2456,0.0,sac üzerindeki ekmeği çevirmeye yarayan demir alet
2457,0.0,çit
2458,0.0,hızlı
2459,0.0,becerikli
2460,0.0,zorla
2461,0.0,tepsi
2462,0.0,küçük balta
2463,0.0,i̇p
2464,0.0,elbise düğmesi
2465,0.0,olgunlaşmamış
2466,0.0,musluk
2467,0.0,kazan
2468,0.0,bayan
2469,0.0,rastgele
2470,0.0,leğen
2471,0.0,yenge
2472,0.0,hüseyin
2473,0.0,gübre
2474,0.0,manda
2475,0.0,tartışmak
2476,0.0,aniden
2477,0.0,öküzlere gitmeleri vurulan çubuk dayak
2478,0.0,gözdağı
2479,0.0,pantolon
2480,0.0,kümes
2481,0.0,üzerinde kazan tencere kaynatılan üçayaklı demir
2482,0.0,i̇p
2483,0.0,koşmak
2484,0.0,soğan
2485,0.0,i̇nce ip
2486,0.0,tarla
2487,0.0,ahır
2488,0.0,lastik ayakkabı
2489,0.0,i̇p
